#Data tag : 22v1 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(1e30/cm2s),recorded(1e30/cm2s),avgpu,source
360927:8305,231:231,10/23/22 02:22:34,STABLE BEAMS,6800,18607.668876636,17882.140629156,54.0,BCM1FUT
360927:8305,232:232,10/23/22 02:22:57,STABLE BEAMS,6800,18590.494302654,17985.546085013,54.0,BCM1FUT
360927:8305,233:233,10/23/22 02:23:21,STABLE BEAMS,6800,18570.573636896,17836.084089926,53.9,BCM1FUT
360927:8305,234:234,10/23/22 02:23:44,STABLE BEAMS,6800,18560.706307126,17803.490000617,53.9,BCM1FUT
360927:8305,235:235,10/23/22 02:24:07,STABLE BEAMS,6800,18555.946148039,17940.209569846,53.9,BCM1FUT
360927:8305,236:236,10/23/22 02:24:30,STABLE BEAMS,6800,18552.250024513,17938.984528905,53.9,BCM1FUT
360927:8305,237:237,10/23/22 02:24:54,STABLE BEAMS,6800,18556.018150445,17823.892682484,53.9,BCM1FUT
360927:8305,238:238,10/23/22 02:25:17,STABLE BEAMS,6800,18551.995015990,17881.827618696,53.9,BCM1FUT
360927:8305,239:239,10/23/22 02:25:40,STABLE BEAMS,6800,18543.455730604,17941.183602399,53.8,BCM1FUT
360927:8305,240:240,10/23/22 02:26:04,STABLE BEAMS,6800,18554.170088682,17874.396370340,53.8,BCM1FUT
360927:8305,241:241,10/23/22 02:26:27,STABLE BEAMS,6800,18545.990815327,17953.074999815,53.8,BCM1FUT
360927:8305,242:242,10/23/22 02:26:50,STABLE BEAMS,6800,18546.933846844,17764.146685746,53.9,BCM1FUT
360927:8305,243:243,10/23/22 02:27:14,STABLE BEAMS,6800,18539.795608281,17892.759984060,53.8,BCM1FUT
360927:8305,244:244,10/23/22 02:27:37,STABLE BEAMS,6800,18524.008080654,17870.941254868,53.8,BCM1FUT
360927:8305,245:245,10/23/22 02:28:00,STABLE BEAMS,6800,18510.247620774,17873.452338790,53.8,BCM1FUT
360927:8305,246:246,10/23/22 02:28:24,STABLE BEAMS,6800,18484.140748270,17734.782704389,53.7,BCM1FUT
360927:8305,247:247,10/23/22 02:28:47,STABLE BEAMS,6800,18468.164214327,17464.235662585,53.6,BCM1FUT
360927:8305,248:248,10/23/22 02:29:10,STABLE BEAMS,6800,18210.604606570,16662.824879077,53.6,BCM1FUT
360927:8305,249:249,10/23/22 02:29:34,STABLE BEAMS,6800,18055.767431842,16747.473708079,51.8,BCM1FUT
360927:8305,250:250,10/23/22 02:29:57,STABLE BEAMS,6800,17712.243951133,16757.693049614,50.4,BCM1FUT
360927:8305,251:251,10/23/22 02:30:20,STABLE BEAMS,6800,16675.123290096,16131.520122634,44.0,BCM1FUT
360927:8305,252:252,10/23/22 02:30:43,STABLE BEAMS,6800,18085.602428941,16947.851404792,53.8,BCM1FUT
360927:8305,253:253,10/23/22 02:31:07,STABLE BEAMS,6800,18395.926800121,17428.182457671,53.4,BCM1FUT
360927:8305,254:254,10/23/22 02:31:30,STABLE BEAMS,6800,18393.270711353,17674.973705545,53.4,BCM1FUT
360927:8305,255:255,10/23/22 02:31:53,STABLE BEAMS,6800,18647.629212128,17738.237819860,53.8,BCM1FUT
360927:8305,256:256,10/23/22 02:32:17,STABLE BEAMS,6800,18642.019024633,17795.504733746,54.2,BCM1FUT
360927:8305,257:257,10/23/22 02:32:40,STABLE BEAMS,6800,18629.847617859,18005.177741112,54.1,BCM1FUT
360927:8305,258:258,10/23/22 02:33:03,STABLE BEAMS,6800,18584.105089123,17929.906225504,54.0,BCM1FUT
360927:8305,259:259,10/23/22 02:33:27,STABLE BEAMS,6800,18606.324831717,17877.753482536,53.9,BCM1FUT
360927:8305,260:260,10/23/22 02:33:50,STABLE BEAMS,6800,18617.438203131,17739.633866517,54.1,BCM1FUT
360927:8305,261:261,10/23/22 02:34:13,STABLE BEAMS,6800,18579.571937623,17776.714105755,54.0,BCM1FUT
360927:8305,262:262,10/23/22 02:34:37,STABLE BEAMS,6800,18586.664174649,17874.253365561,54.0,BCM1FUT
360927:8305,263:263,10/23/22 02:35:00,STABLE BEAMS,6800,18559.241258163,17820.708576070,53.9,BCM1FUT
360927:8305,264:264,10/23/22 02:35:23,STABLE BEAMS,6800,18553.858078255,17813.083321230,53.9,BCM1FUT
360927:8305,265:265,10/23/22 02:35:47,STABLE BEAMS,6800,18542.746706908,17952.501980664,53.9,BCM1FUT
360927:8305,266:266,10/23/22 02:36:10,STABLE BEAMS,6800,18540.519632478,17623.065970765,53.9,BCM1FUT
360927:8305,267:267,10/23/22 02:36:33,STABLE BEAMS,6800,18531.047315909,17958.594184269,53.8,BCM1FUT
360927:8305,268:268,10/23/22 02:36:56,STABLE BEAMS,6800,18518.946911508,17786.289425766,53.8,BCM1FUT
360927:8305,269:269,10/23/22 02:37:20,STABLE BEAMS,6800,18516.054814853,17740.061880821,53.7,BCM1FUT
360927:8305,270:270,10/23/22 02:37:43,STABLE BEAMS,6800,18495.620131916,17767.355792996,53.7,BCM1FUT
360927:8305,271:271,10/23/22 02:38:06,STABLE BEAMS,6800,18488.549895626,17657.328115821,53.7,BCM1FUT
360927:8305,272:272,10/23/22 02:38:30,STABLE BEAMS,6800,18812.819732869,17853.286664844,53.7,BCM1FUT
360927:8305,273:273,10/23/22 02:38:53,STABLE BEAMS,6800,19393.127127003,18473.031376990,56.0,BCM1FUT
360927:8305,274:274,10/23/22 02:39:16,STABLE BEAMS,6800,19401.082392871,18506.356490730,56.4,BCM1FUT
360927:8305,275:275,10/23/22 02:39:40,STABLE BEAMS,6800,19384.537839945,13167.255055567,56.3,BCM1FUT
360927:8305,276:276,10/23/22 02:40:03,STABLE BEAMS,6800,19377.485604256,18770.356313723,56.3,BCM1FUT
360927:8305,277:277,10/23/22 02:40:26,STABLE BEAMS,6800,19355.388865773,18776.443517160,56.2,BCM1FUT
360927:8305,278:278,10/23/22 02:40:50,STABLE BEAMS,6800,19356.003886327,18746.429514078,56.2,BCM1FUT
360927:8305,279:279,10/23/22 02:41:13,STABLE BEAMS,6800,19355.656874730,18529.494264005,56.2,BCM1FUT
360927:8305,280:280,10/23/22 02:41:36,STABLE BEAMS,6800,19349.910682690,18721.265673092,56.2,BCM1FUT
360927:8305,281:281,10/23/22 02:41:59,STABLE BEAMS,6800,19348.216626074,18606.236828776,56.2,BCM1FUT
360927:8305,282:282,10/23/22 02:42:23,STABLE BEAMS,6800,19343.718475743,18741.186338849,56.2,BCM1FUT
360927:8305,283:283,10/23/22 02:42:46,STABLE BEAMS,6800,19331.166056236,18530.599300936,56.2,BCM1FUT
360927:8305,284:284,10/23/22 02:43:09,STABLE BEAMS,6800,19316.975581984,18698.841923680,56.1,BCM1FUT
360927:8305,285:285,10/23/22 02:43:33,STABLE BEAMS,6800,19308.713305855,18680.739318683,56.1,BCM1FUT
360927:8305,286:286,10/23/22 02:43:56,STABLE BEAMS,6800,19300.614035174,18713.207403781,56.1,BCM1FUT
360927:8305,287:287,10/23/22 02:44:19,STABLE BEAMS,6800,19296.898911012,18685.251469481,56.0,BCM1FUT
360927:8305,288:288,10/23/22 02:44:43,STABLE BEAMS,6800,19270.656033964,18487.814871061,56.0,BCM1FUT
360927:8305,289:289,10/23/22 02:45:06,STABLE BEAMS,6800,19259.713668265,18686.026495382,55.9,BCM1FUT
360927:8305,290:290,10/23/22 02:45:29,STABLE BEAMS,6800,19247.532261157,18625.989488919,55.9,BCM1FUT
360927:8305,291:291,10/23/22 02:45:53,STABLE BEAMS,6800,19238.355954481,18627.647544332,55.9,BCM1FUT
360927:8305,292:292,10/23/22 02:46:16,STABLE BEAMS,6800,19239.142980783,18682.626381749,55.9,BCM1FUT
360927:8305,293:293,10/23/22 02:46:39,STABLE BEAMS,6800,19222.767433505,18494.630098829,55.8,BCM1FUT
360927:8305,294:294,10/23/22 02:47:03,STABLE BEAMS,6800,19218.352285949,18511.188652223,55.8,BCM1FUT
360927:8305,295:295,10/23/22 02:47:26,STABLE BEAMS,6800,19211.005040401,18549.467931534,55.8,BCM1FUT
360927:8305,296:296,10/23/22 02:47:49,STABLE BEAMS,6800,19202.016740008,18586.307162718,55.8,BCM1FUT
360927:8305,297:297,10/23/22 02:48:12,STABLE BEAMS,6800,19190.604358601,18564.888446895,55.7,BCM1FUT
360927:8305,298:298,10/23/22 02:48:36,STABLE BEAMS,6800,18719.102600801,18004.876731052,55.7,BCM1FUT
360927:8305,299:299,10/23/22 02:48:59,STABLE BEAMS,6800,18622.954387484,17966.791458225,55.7,BCM1FUT
360927:8305,300:300,10/23/22 02:49:22,STABLE BEAMS,6800,18004.111705485,17460.495537588,55.6,BCM1FUT
360927:8305,301:301,10/23/22 02:49:46,STABLE BEAMS,6800,18215.792779961,17639.825530877,51.5,BCM1FUT
360927:8305,302:302,10/23/22 02:50:09,STABLE BEAMS,6800,18753.421747762,18176.795476654,49.8,BCM1FUT
360927:8305,303:303,10/23/22 02:50:32,STABLE BEAMS,6800,19104.251472649,18361.223640325,55.5,BCM1FUT
360927:8305,304:304,10/23/22 02:50:56,STABLE BEAMS,6800,19097.017230877,18330.930627919,55.5,BCM1FUT
360927:8305,305:305,10/23/22 02:51:19,STABLE BEAMS,6800,19085.069831590,18299.531578549,55.4,BCM1FUT
360927:8305,306:306,10/23/22 02:51:42,STABLE BEAMS,6800,19082.199735670,18186.605804519,55.4,BCM1FUT
360927:8305,307:307,10/23/22 02:52:06,STABLE BEAMS,6800,19062.145065434,18303.221701875,55.4,BCM1FUT
360927:8305,308:308,10/23/22 02:52:29,STABLE BEAMS,6800,19054.991826369,18382.719358722,55.4,BCM1FUT
360927:8305,309:309,10/23/22 02:52:52,STABLE BEAMS,6800,19043.544443793,18369.203907030,55.3,BCM1FUT
360927:8305,310:310,10/23/22 02:53:16,STABLE BEAMS,6800,19027.037892136,18210.818613722,55.3,BCM1FUT
360927:8305,311:311,10/23/22 02:53:39,STABLE BEAMS,6800,19009.425303516,18025.553422076,55.2,BCM1FUT
360927:8305,312:312,10/23/22 02:54:02,STABLE BEAMS,6800,18996.314865359,18308.931892712,55.2,BCM1FUT
360927:8305,313:313,10/23/22 02:54:25,STABLE BEAMS,6800,18984.128458084,18250.992956367,55.1,BCM1FUT
360927:8305,314:314,10/23/22 02:54:49,STABLE BEAMS,6800,18974.532137370,17643.874666201,55.1,BCM1FUT
360927:8305,315:315,10/23/22 02:55:12,STABLE BEAMS,6800,18963.987784973,17219.304476875,55.1,BCM1FUT
360927:8305,316:316,10/23/22 02:55:35,STABLE BEAMS,6800,18960.071654095,17617.192774480,55.1,BCM1FUT
360927:8305,317:317,10/23/22 02:55:59,STABLE BEAMS,6800,18946.940215236,17723.571329699,55.0,BCM1FUT
360927:8305,318:318,10/23/22 02:56:22,STABLE BEAMS,6800,18942.717074097,17951.921961280,55.0,BCM1FUT
360927:8305,319:319,10/23/22 02:56:45,STABLE BEAMS,6800,18922.157386983,17902.090295883,55.0,BCM1FUT
360927:8305,320:320,10/23/22 02:57:09,STABLE BEAMS,6800,18906.184853173,18240.328599959,54.9,BCM1FUT
360927:8305,321:321,10/23/22 02:57:32,STABLE BEAMS,6800,18892.018379724,17853.766680886,54.9,BCM1FUT
360927:8305,322:322,10/23/22 02:57:55,STABLE BEAMS,6800,18887.261220737,17783.297325769,55.3,HFET
360927:8305,323:323,10/23/22 02:58:19,STABLE BEAMS,6800,18863.849438305,18163.201022321,54.8,BCM1FUT
360927:8305,324:324,10/23/22 02:58:42,STABLE BEAMS,6800,18831.688363467,18080.979274433,54.8,BCM1FUT
360927:8305,325:325,10/23/22 02:59:05,STABLE BEAMS,6800,18815.062807834,18165.541100527,54.6,BCM1FUT
360927:8305,326:326,10/23/22 02:59:28,STABLE BEAMS,6800,18849.473957870,18000.525585635,54.8,BCM1FUT
360927:8305,327:327,10/23/22 02:59:52,STABLE BEAMS,6800,18801.245346048,18139.887243164,54.6,BCM1FUT
360927:8305,328:328,10/23/22 03:00:15,STABLE BEAMS,6800,18799.069273323,16910.045141289,54.6,BCM1FUT
360927:8305,329:329,10/23/22 03:00:38,STABLE BEAMS,6800,18779.092605694,9894.403675407,54.6,BCM1FUT
360927:8305,330:330,10/23/22 03:01:02,STABLE BEAMS,6800,18767.885231138,18140.986279894,54.5,BCM1FUT
360927:8305,331:331,10/23/22 03:01:25,STABLE BEAMS,6800,18761.635022253,18077.944172999,54.5,BCM1FUT
360927:8305,332:332,10/23/22 03:01:48,STABLE BEAMS,6800,18754.304777273,17943.829690833,54.5,BCM1FUT
360927:8305,333:333,10/23/22 03:02:12,STABLE BEAMS,6800,18749.656621930,17719.254185418,54.4,BCM1FUT
360927:8305,334:334,10/23/22 03:02:35,STABLE BEAMS,6800,18744.589452583,18064.099710311,54.4,BCM1FUT
360927:8305,335:335,10/23/22 03:02:58,STABLE BEAMS,6800,18752.376712836,18080.563260530,54.4,BCM1FUT
360927:8305,336:336,10/23/22 03:03:22,STABLE BEAMS,6800,18740.156304425,17643.437651596,54.4,BCM1FUT
360927:8305,337:337,10/23/22 03:03:45,STABLE BEAMS,6800,18734.794125219,18057.947504701,54.4,BCM1FUT
360927:8305,338:338,10/23/22 03:04:08,STABLE BEAMS,6800,18732.202038590,18118.302521793,54.4,BCM1FUT
360927:8305,339:339,10/23/22 03:04:32,STABLE BEAMS,6800,18720.457646087,17846.588440986,54.4,BCM1FUT
360927:8305,340:340,10/23/22 03:04:55,STABLE BEAMS,6800,18716.990530214,17970.942596958,54.3,BCM1FUT
360927:8305,341:341,10/23/22 03:05:18,STABLE BEAMS,6800,18712.594383293,17968.786524901,54.3,BCM1FUT
360927:8305,342:342,10/23/22 03:05:41,STABLE BEAMS,6800,18703.250071002,17795.932748050,54.3,BCM1FUT
360927:8305,343:343,10/23/22 03:06:05,STABLE BEAMS,6800,18700.288972041,17856.088758491,54.3,BCM1FUT
360927:8305,344:344,10/23/22 03:06:28,STABLE BEAMS,6800,18691.513678767,17835.830081437,54.3,BCM1FUT
360927:8305,345:345,10/23/22 03:06:51,STABLE BEAMS,6800,18684.577446955,17977.490815802,54.3,BCM1FUT
360927:8305,346:346,10/23/22 03:07:15,STABLE BEAMS,6800,18676.334171461,17943.249671448,54.2,BCM1FUT
360927:8305,347:347,10/23/22 03:07:38,STABLE BEAMS,6800,18670.389972803,17983.677022548,54.2,BCM1FUT
360927:8305,348:348,10/23/22 03:08:01,STABLE BEAMS,6800,18670.273968926,18041.293948132,54.2,BCM1FUT
360927:8305,349:349,10/23/22 03:08:25,STABLE BEAMS,6800,18648.018225129,17945.843758144,54.2,BCM1FUT
360927:8305,350:350,10/23/22 03:08:48,STABLE BEAMS,6800,18605.484803643,17929.027196127,54.1,BCM1FUT
360927:8305,351:351,10/23/22 03:09:11,STABLE BEAMS,6800,18635.517807359,17975.772758384,54.1,BCM1FUT
360927:8305,352:352,10/23/22 03:09:35,STABLE BEAMS,6800,18643.086060294,18005.971767649,54.1,BCM1FUT
360927:8305,353:353,10/23/22 03:09:58,STABLE BEAMS,6800,18624.200429128,17945.040731306,54.1,BCM1FUT
360927:8305,354:354,10/23/22 03:10:21,STABLE BEAMS,6800,18618.677244540,18040.057906823,54.1,BCM1FUT
360927:8305,355:355,10/23/22 03:10:45,STABLE BEAMS,6800,18621.362334277,17969.723556217,54.0,BCM1FUT
360927:8305,356:356,10/23/22 03:11:08,STABLE BEAMS,6800,18609.391934221,17875.650412250,54.1,BCM1FUT
360927:8305,357:357,10/23/22 03:11:31,STABLE BEAMS,6800,18572.432699027,17927.745153280,54.0,BCM1FUT
360927:8305,358:358,10/23/22 03:11:54,STABLE BEAMS,6800,18559.774275977,17945.751755069,53.9,BCM1FUT
360927:8305,359:359,10/23/22 03:12:18,STABLE BEAMS,6800,18539.123585821,17916.438775416,53.9,BCM1FUT
360927:8305,360:360,10/23/22 03:12:41,STABLE BEAMS,6800,18527.195187169,14532.259674633,53.7,BCM1FUT
360927:8305,361:361,10/23/22 03:13:04,STABLE BEAMS,6800,18545.422796344,17952.265972777,53.8,BCM1FUT
360927:8305,362:362,10/23/22 03:13:28,STABLE BEAMS,6800,18532.461363167,17964.547383227,53.8,BCM1FUT
360927:8305,363:363,10/23/22 03:13:51,STABLE BEAMS,6800,18520.488963044,17845.475403788,53.8,BCM1FUT
360927:8305,364:364,10/23/22 03:14:14,STABLE BEAMS,6800,18508.653567500,17917.703817694,53.8,BCM1FUT
360927:8305,365:365,10/23/22 03:14:38,STABLE BEAMS,6800,18499.391257949,17831.035921214,53.7,BCM1FUT
360927:8305,366:366,10/23/22 03:15:01,STABLE BEAMS,6800,18920.728339223,18223.795047400,53.8,BCM1FUT
360927:8305,367:367,10/23/22 03:15:24,STABLE BEAMS,6800,19508.071968511,18421.585657651,56.4,BCM1FUT
360927:8305,368:368,10/23/22 03:15:48,STABLE BEAMS,6800,19499.521682756,18446.227481192,56.7,BCM1FUT
360927:8305,369:369,10/23/22 03:16:11,STABLE BEAMS,6800,19462.918459460,18795.730161728,56.5,BCM1FUT
360927:8305,370:370,10/23/22 03:16:34,STABLE BEAMS,6800,19464.285505147,18764.164106776,56.5,BCM1FUT
360927:8305,371:371,10/23/22 03:16:57,STABLE BEAMS,6800,19404.091493437,18614.077090801,56.4,BCM1FUT
360927:8305,372:372,10/23/22 03:17:21,STABLE BEAMS,6800,19429.903356081,18768.436249553,56.4,BCM1FUT
360927:8305,373:373,10/23/22 03:17:44,STABLE BEAMS,6800,19430.939390705,18787.029870961,56.4,BCM1FUT
360927:8305,374:374,10/23/22 03:18:07,STABLE BEAMS,6800,19414.431839016,18782.497719494,56.4,BCM1FUT
360927:8305,375:375,10/23/22 03:18:31,STABLE BEAMS,6800,19408.136628627,18740.759324578,56.3,BCM1FUT
360927:8305,376:376,10/23/22 03:18:54,STABLE BEAMS,6800,19405.550542199,18715.787490008,56.3,BCM1FUT
360927:8305,377:377,10/23/22 03:19:17,STABLE BEAMS,6800,19393.402136194,18808.098575086,56.3,BCM1FUT
360927:8305,378:378,10/23/22 03:19:41,STABLE BEAMS,6800,19369.715344570,18685.269470082,56.3,BCM1FUT
360927:8305,379:379,10/23/22 03:20:04,STABLE BEAMS,6800,19363.469135819,18595.930484333,56.3,BCM1FUT
360927:8305,380:380,10/23/22 03:20:27,STABLE BEAMS,6800,19302.961113614,18637.954888808,56.1,BCM1FUT
360927:8305,381:381,10/23/22 03:20:51,STABLE BEAMS,6800,19255.178516698,18621.194328662,56.0,BCM1FUT
360927:8305,382:382,10/23/22 03:21:14,STABLE BEAMS,6800,19213.308117371,18459.326918981,55.8,BCM1FUT
360927:8305,383:383,10/23/22 03:21:37,STABLE BEAMS,6800,19279.761338267,18680.995327239,55.9,BCM1FUT
360927:8305,384:384,10/23/22 03:22:01,STABLE BEAMS,6800,19297.499931099,13292.273233730,56.0,BCM1FUT
360927:8305,385:385,10/23/22 03:22:24,STABLE BEAMS,6800,19278.453294552,18685.741485857,56.0,BCM1FUT
360927:8305,386:386,10/23/22 03:22:47,STABLE BEAMS,6800,19268.333956359,18573.485734220,56.0,BCM1FUT
360927:8305,387:387,10/23/22 03:23:10,STABLE BEAMS,6800,19260.268686814,18370.193940117,55.9,BCM1FUT
360927:8305,388:388,10/23/22 03:23:34,STABLE BEAMS,6800,19257.717601556,17797.239791732,55.9,BCM1FUT
360927:8305,389:389,10/23/22 03:23:57,STABLE BEAMS,6800,19244.373155578,18098.811870406,55.9,BCM1FUT
360927:8305,390:390,10/23/22 03:24:20,STABLE BEAMS,6800,19234.466824504,17781.326259895,55.9,BCM1FUT
360927:8305,391:391,10/23/22 03:24:44,STABLE BEAMS,6800,19242.834104142,18271.274634189,55.8,BCM1FUT
360927:8305,392:392,10/23/22 03:25:07,STABLE BEAMS,6800,19193.581458097,18423.047706513,55.8,BCM1FUT
360927:8305,393:393,10/23/22 03:25:30,STABLE BEAMS,6800,19154.279144596,18296.838488545,55.7,BCM1FUT
360927:8305,394:394,10/23/22 03:25:54,STABLE BEAMS,6800,19125.647187703,18532.176353642,55.5,BCM1FUT
360927:8305,395:395,10/23/22 03:26:17,STABLE BEAMS,6800,19162.454417817,18325.473445538,55.6,BCM1FUT
360927:8305,396:396,10/23/22 03:26:40,STABLE BEAMS,6800,19176.369882878,18448.952572266,55.7,BCM1FUT
360927:8305,397:397,10/23/22 03:27:04,STABLE BEAMS,6800,19177.718927964,18459.661930177,55.7,BCM1FUT
360927:8305,398:398,10/23/22 03:27:27,STABLE BEAMS,6800,19168.968635525,18578.999918506,55.7,BCM1FUT
360927:8305,399:399,10/23/22 03:27:50,STABLE BEAMS,6800,19149.479984206,18135.887109478,55.6,BCM1FUT
360927:8305,400:400,10/23/22 03:28:13,STABLE BEAMS,6800,19133.451448525,18370.927964648,55.6,BCM1FUT
360927:8305,401:401,10/23/22 03:28:37,STABLE BEAMS,6800,19125.019166714,18367.804860273,55.5,BCM1FUT
360927:8305,402:402,10/23/22 03:29:00,STABLE BEAMS,6800,19115.708855560,18425.443786592,55.5,BCM1FUT
360927:8305,403:403,10/23/22 03:29:23,STABLE BEAMS,6800,19131.932397758,18520.046948272,55.5,BCM1FUT
360927:8305,404:404,10/23/22 03:29:47,STABLE BEAMS,6800,19083.701785869,18454.102744387,55.5,BCM1FUT
360927:8305,405:405,10/23/22 03:30:10,STABLE BEAMS,6800,19041.351370499,18224.675076811,55.4,BCM1FUT
360927:8305,406:406,10/23/22 03:30:33,STABLE BEAMS,6800,18909.672969748,18295.920457864,55.2,BCM1FUT
360927:8305,407:407,10/23/22 03:30:57,STABLE BEAMS,6800,18612.649043075,17911.858622345,52.8,BCM1FUT
360927:8305,408:408,10/23/22 03:31:20,STABLE BEAMS,6800,18624.501439188,18086.514459421,55.1,BCM1FUT
360927:8305,409:409,10/23/22 03:31:43,STABLE BEAMS,6800,17560.766888702,17080.180827300,55.4,BCM1FUT
360927:8305,410:410,10/23/22 03:32:07,STABLE BEAMS,6800,18275.641780141,17543.920325682,55.3,BCM1FUT
360927:8305,411:411,10/23/22 03:32:30,STABLE BEAMS,6800,19016.047524833,18267.301501405,55.1,BCM1FUT
360927:8305,412:412,10/23/22 03:32:53,STABLE BEAMS,6800,19065.337172115,10638.708550409,55.4,BCM1FUT
360927:8305,413:413,10/23/22 03:33:17,STABLE BEAMS,6800,19047.516576543,18505.802472215,55.3,BCM1FUT
360927:8305,414:414,10/23/22 03:33:40,STABLE BEAMS,6800,19037.870254159,18409.617257662,55.3,BCM1FUT
360927:8305,415:415,10/23/22 03:34:03,STABLE BEAMS,6800,19029.602977863,18268.456540007,55.2,BCM1FUT
360927:8305,416:416,10/23/22 03:34:26,STABLE BEAMS,6800,19019.496640104,18454.846769252,55.3,BCM1FUT
360927:8305,417:417,10/23/22 03:34:50,STABLE BEAMS,6800,19010.656344658,18506.702502294,55.2,BCM1FUT
360927:8305,418:418,10/23/22 03:35:13,STABLE BEAMS,6800,18994.017788590,18361.453648012,55.2,BCM1FUT
360927:8305,419:419,10/23/22 03:35:36,STABLE BEAMS,6800,18986.764546183,18380.274277006,55.1,BCM1FUT
360927:8305,420:420,10/23/22 03:36:00,STABLE BEAMS,6800,18974.286129149,18296.000460538,55.1,BCM1FUT
360927:8305,421:421,10/23/22 03:36:23,STABLE BEAMS,6800,18964.539803422,18330.809623875,55.1,BCM1FUT
360927:8305,422:422,10/23/22 03:36:46,STABLE BEAMS,6800,18953.737442402,18079.754233492,55.0,BCM1FUT
360927:8305,423:423,10/23/22 03:37:10,STABLE BEAMS,6800,18943.395096757,18293.881389717,55.0,BCM1FUT
360927:8305,424:424,10/23/22 03:37:33,STABLE BEAMS,6800,18926.903545601,18257.909187510,55.0,BCM1FUT
360927:8305,425:425,10/23/22 03:37:56,STABLE BEAMS,6800,18917.669236987,18298.775553282,54.9,BCM1FUT
360927:8305,426:426,10/23/22 03:38:20,STABLE BEAMS,6800,18909.184953438,18380.958299867,54.9,BCM1FUT
360927:8305,427:427,10/23/22 03:38:43,STABLE BEAMS,6800,18895.809506425,18295.127431361,54.9,BCM1FUT
360927:8305,428:428,10/23/22 03:39:06,STABLE BEAMS,6800,18883.831106101,18343.663053443,54.9,BCM1FUT
360927:8305,429:429,10/23/22 03:39:30,STABLE BEAMS,6800,18876.920875158,18210.118590327,54.8,BCM1FUT
360927:8305,430:430,10/23/22 03:39:53,STABLE BEAMS,6800,18865.374489273,18208.422533644,54.8,BCM1FUT
360927:8305,431:431,10/23/22 03:40:16,STABLE BEAMS,6800,18855.316153119,18168.734207242,54.8,BCM1FUT
360927:8305,432:432,10/23/22 03:40:39,STABLE BEAMS,6800,18845.252816798,18332.614684201,54.7,BCM1FUT
360927:8305,433:433,10/23/22 03:41:03,STABLE BEAMS,6800,18836.121511625,18178.013517361,54.7,BCM1FUT
360927:8305,434:434,10/23/22 03:41:26,STABLE BEAMS,6800,18831.307350734,18320.487278898,54.7,BCM1FUT
360927:8305,435:435,10/23/22 03:41:49,STABLE BEAMS,6800,18818.571925110,18084.624396255,54.6,BCM1FUT
360927:8305,436:436,10/23/22 03:42:13,STABLE BEAMS,6800,18808.460587185,18215.870782568,54.6,BCM1FUT
360927:8305,437:437,10/23/22 03:42:36,STABLE BEAMS,6800,18797.446219080,18125.388758618,54.6,BCM1FUT
360927:8305,438:438,10/23/22 03:42:59,STABLE BEAMS,6800,18784.686792654,18137.110150352,54.6,BCM1FUT
360927:8305,439:439,10/23/22 03:43:23,STABLE BEAMS,6800,18774.846463786,18163.570034653,54.5,BCM1FUT
360927:8305,440:440,10/23/22 03:43:46,STABLE BEAMS,6800,18769.404281905,18223.476036739,54.5,BCM1FUT
360927:8305,441:441,10/23/22 03:44:09,STABLE BEAMS,6800,18756.716857886,18184.253725912,54.5,BCM1FUT
360927:8305,442:442,10/23/22 03:44:33,STABLE BEAMS,6800,18747.756558429,18232.179327607,54.4,BCM1FUT
360927:8305,443:443,10/23/22 03:44:56,STABLE BEAMS,6800,18739.999299178,18187.757843021,54.4,BCM1FUT
360927:8305,444:444,10/23/22 03:45:19,STABLE BEAMS,6800,18735.058134042,18235.713445718,54.4,BCM1FUT
360927:8305,445:445,10/23/22 03:45:42,STABLE BEAMS,6800,18727.025865600,18091.604629537,54.4,BCM1FUT
360927:8305,446:446,10/23/22 03:46:06,STABLE BEAMS,6800,18724.748789499,18112.895341082,54.3,BCM1FUT
360927:8305,447:447,10/23/22 03:46:29,STABLE BEAMS,6800,18708.795256325,18156.477797628,54.3,BCM1FUT
360927:8305,448:448,10/23/22 03:46:52,STABLE BEAMS,6800,18698.890925318,18187.237825642,54.3,BCM1FUT
